Name,Area,Type,Category,Distance_km,Rating,Reviews,Price_from_GHS,Price_source,Phone,Confirmed_Contact,Amenities,Colleges_nearby,Website,Latitude,Longitude,Google_Maps_URL,Image
MACOBA LUXURY APARTMENTS,Oforikrom,Apartment / Self-contained,Apartment complex,3.81,4.7,258,,,+233 50 203 0225,,Air-conditioned | Airport shuttle | Parking | Wheelchair access | Wi-Fi,Engineering | Humanities & Social Sciences (KSB),https://www.macobaluxuryapartmentsgh.com/en/,6.6806109,-1.6055106,https://www.google.com/maps/search/?api=1&query=MACOBA%20LUXURY%20APARTMENTS&query_place_id=ChIJ6c9rRumX2w8RIXOtVDVtRGY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEn5YBpYH2Csbql9i8RjerIxM7toOCalgBJLxUZZHt17V87mH3JELtOKbHdj2em2vpLDKiExdRm6JBV8YvoOuMbEStLi68YpTk-BT1GB9wpNJNbdK7QeABG9MUixZEwyI8jwQty=w1920-h1080-k-no
Tumi Hostel - Asokwa,Oforikrom,Hostel,Hostel,3.0,4.5,330,,,+233 55 397 7756,,Air-conditioned | Bar | Free breakfast | Laundry service | Parking | Wi-Fi,Engineering | Humanities & Social Sciences (KSB),http://www.tumihostel.com/,6.6779721,-1.598501,https://www.google.com/maps/search/?api=1&query=Tumi%20Hostel%20-%20Asokwa&query_place_id=ChIJpySbo6CW2w8RbDcEyT-_Foo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFM5hfB0HcELib9ALyhrn9IN_ndVA_sgx02gvvCoB2mr_f-q9ahvwzLWsCpWQjOHJp--jEIFe54sqU59kSE9sgImCB6AqVlrHuTtOy820smfloskcI4djrtqbXDFpLo5WXEIww=w1920-h1080-k-no
Stadium Hotel,Oforikrom,Guest house & Hotel,Hotel,3.51,4,517,,,+233 25 623 3331,,Air-conditioned | Free breakfast | Laundry service | Parking | Restaurant | Wi-Fi,Engineering | Humanities & Social Sciences (KSB),https://stadiumhotelgh.com/,6.6798678,-1.6029506,https://www.google.com/maps/search/?api=1&query=Stadium%20Hotel&query_place_id=ChIJjSoE1qOW2w8RbbvO7xv1cNA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAhHjOAmf41ZEgpZ_aEtWM4frFhCwne5BTcotZJ2TTjqIj0uScEVCJjVAI6kpI_qM6ZK8DsS_avuJic6hY4qBCDtEHj7Jj0ICSx2F0p20cWsJuF41xF8_y4H0vrQqD9QUaxI0=w1920-h1080-k-no
GNAT Hall,Oforikrom,Hostel,City Hall,4.37,3.8,87,,,,,Wheelchair access,Engineering | Humanities & Social Sciences (KSB),,6.6923196,-1.6069044,https://www.google.com/maps/search/?api=1&query=GNAT%20Hall&query_place_id=ChIJTc1bx5qW2w8RXASZCMXlkYY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFmxnz3p_UNeUdIsVul6awSNPRf3ZsYzy_lv4PMI8zdeNby_ZzFNKfqQzB9P5BR4h--78vzO3jg98hvmlncd3WMCaPOndXdro5bhtpoT7BheS8dVukjKA1gswr9C_fH6NJka-P9w=w1920-h1080-k-no
"Ceeta Kel Hotel, Kumasi",Oforikrom,Guest house & Hotel,Hotel,3.54,3.7,495,,,+233 32 202 7650,,Air-conditioned | Free breakfast | Laundry service | Parking | Wi-Fi,Engineering | Humanities & Social Sciences (KSB),https://ceetakelhotel.com/,6.680102,-1.6031533,https://www.google.com/maps/search/?api=1&query=Ceeta%20Kel%20Hotel%2C%20Kumasi&query_place_id=ChIJL_v1gKGW2w8RCJFfXoPJJUg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOdaJV30Ty4o0iKKYHC_lKTs1CpCinsHes9xDsqYvXqp-Isd3igdWL22g1WJ2_8Uajk0nDZs72VRSVfjXPVOs9ckFWiQTDRVtOTITaeeZ87n3vt4XvJ18wvVUWHm0b95caIZFLAQ=w1920-h1080-k-no
Transport service of travel,Oforikrom,Guest house & Hotel,Hotel,2.73,3.7,71,,,+233 24 206 0071,,,Engineering | Humanities & Social Sciences (KSB),,6.688023,-1.5922079,https://www.google.com/maps/search/?api=1&query=Transport%20service%20of%20travel&query_place_id=ChIJL_UsH-GV2w8RL-LaNvh5uq4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHM7CkxIZexcSnDIBbIlgci7fq0GIvG8QbzT28r2DTdF4wUEiNj465PSVJZIzSuzC8i-lEXEImWWzPJSUGEFADM6LTgZPnEz_cetTdboxkq0IxTA1r9ZExXUNj8zvhJfA3GlTFF=w1920-h1080-k-no
Hotel St Patrick,Oforikrom,Guest house & Hotel,Hotel,3.46,3.6,443,,,+233 54 134 8002,,,Engineering | Humanities & Social Sciences (KSB),,6.6981929,-1.591879,https://www.google.com/maps/search/?api=1&query=Hotel%20St%20Patrick&query_place_id=ChIJE3ANByyU2w8RHKVjzNJZ_wU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0lRzENDLyarGTgynIrerBRF7fbdyUu_wJTxZqTPKePIqLieyefH4T8bFg9dV4bg9T7_5iIlW3m7PcrPJyS0i5cjYoU_V-arZO33MT9zJXHjWa9MM8RsYDNeJhgAurkwsOWpPhQw=w1920-h1080-k-no
Hotel Joyflux,Oforikrom,Guest house & Hotel,Hotel,3.1,3.5,352,,,+233 32 204 5083,,Laundry service | Parking | Pool | Restaurant | Wi-Fi,Engineering | Humanities & Social Sciences (KSB),,6.678518,-1.5993634,https://www.google.com/maps/search/?api=1&query=Hotel%20Joyflux&query_place_id=ChIJO5NsvqCW2w8RdcOYE0objHw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHi-4cX6-tVWkD9VR7H1lraNIO67x0jVSTlCxjpy_DmvKRF6mIjJ27QYFkGyz0Laq9zoS9_rsBkI50wRFSv_WrH_rI5qYVP9bct8PWhjivYQi9ZT1sCRJyK-9tG8mPyhk5IjG6L=w1920-h1080-k-no
Silver Ring Guest House/AK-102-8581,Oforikrom,Guest house & Hotel,Hotel,3.16,3.5,44,,,+233 24 468 2938,,,Engineering | Humanities & Social Sciences (KSB),,6.6797091,-1.5997466,https://www.google.com/maps/search/?api=1&query=Silver%20Ring%20Guest%20House%2FAK-102-8581&query_place_id=ChIJSd10SyqX2w8RVUa9HzrTIZg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHe1oa17iBO3QZZGVzfg71ZBucoXpqy5ysnlgCEsA__4_12gNazqsqSABuAEMxrcfQM-uF-9ryyGROxsJMrcNRYpRpGM3xaK8N6HL0zzOXc0cGkpqKn31eiRLEBm3JgltugEjSRtQ=w1920-h1080-k-no
Aduana Hotel,Oforikrom,Guest house & Hotel,Hotel,3.15,3.4,79,,,+233 24 472 8429,,,Engineering | Humanities & Social Sciences (KSB),,6.6808234,-1.5993631,https://www.google.com/maps/search/?api=1&query=Aduana%20Hotel&query_place_id=ChIJ6-g7aaCW2w8RTL3ewtl9Gac,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFECYnODGy8ZvBCcTqmgPH0GQFJ_Wmxr1SvhSKyW5SZBgJj8XAYMqDVJ-SOZq467rNxuCdE13W4153ehRIXkiJ2P-_XA3OQxxP8MoID-pWiK1D_RAPJNEXLR9xpG1RlRh38fSc=w1920-h1080-k-no
Dr. Ablor Hostel,Oforikrom,Hostel,Hostel,2.93,,0,,,,,,Engineering | Humanities & Social Sciences (KSB),,6.6873786,-1.5947379,https://www.google.com/maps/search/?api=1&query=Dr.%20Ablor%20Hostel&query_place_id=ChIJxzYZSCGU2w8RYNHtUFAw_0E,
Nanaba Oneside hostel,Oforikrom,Hostel,Hostel,4.21,,0,,,+233 55 079 2675,,,Engineering | Humanities & Social Sciences (KSB),,6.6891418,-1.6067446,https://www.google.com/maps/search/?api=1&query=Nanaba%20Oneside%20hostel&query_place_id=ChIJEwq8mCaX2w8R00ksofkXeng,
Grossvenor hostel,Oforikrom,Hostel,Group accommodation,3.62,,0,,,,,,Engineering | Humanities & Social Sciences (KSB),,6.6798051,-1.6039047,https://www.google.com/maps/search/?api=1&query=Grossvenor%20hostel&query_place_id=ChIJc4yZg-eX2w8RIMRaVcBTz4g,
Peace Hostel (Oforikrom),Oforikrom,Hostel,Housing complex,3.62,,0,,,+233 24 253 4231,,,Engineering | Humanities & Social Sciences (KSB),,6.6798051,-1.6039047,https://www.google.com/maps/search/?api=1&query=Peace%20Hostel&query_place_id=ChIJIzwMUQCX2w8R9BJ3IfF85GQ,
BRRI Guest Flat,On Campus (KNUST),Apartment / Self-contained,Lodging,1.19,5,3,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6755532,-1.5823321,https://www.google.com/maps/search/?api=1&query=BRRI%20Guest%20Flat&query_place_id=ChIJL_d2rJ-V2w8Rg34tAlL7xFc,
Samens Hostel,On Campus (KNUST),Hostel,Apartment complex,1.04,5,1,,,+233 24 404 9969,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6754689,-1.5809682,https://www.google.com/maps/search/?api=1&query=Samens%20Hostel&query_place_id=ChIJgSXdVxuV2w8RKalUigz1rSU,
Current Hostel,On Campus (KNUST),Hostel,Hostel,1.51,5,1,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6864352,-1.5649948,https://www.google.com/maps/search/?api=1&query=Current%20Hostel&query_place_id=ChIJ_5oWzISV2w8RfRQ3TMnGRPE,
Minopee Guest House,On Campus (KNUST),Guest house & Hotel,Apartment building,0.7,5,1,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.68076,-1.571551,https://www.google.com/maps/search/?api=1&query=Minopee%20Guest%20House&query_place_id=ChIJsTReIACV2w8RIAb9bR_JYo0,
Baby Brunei,On Campus (KNUST),Hostel,Hostel,0.62,4.7,11,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6700036,-1.5749024,https://www.google.com/maps/search/?api=1&query=Baby%20Brunei&query_place_id=ChIJ3wDMO3KU2w8Rkqx3o2LIVx4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHA5FzdFqNTgVnAKErzBhbniNeSSYHJiwmhc-WKKsYMsV14-G3l6LPlpBcDICi4L9RVzjC3IRhcQcTsMgc4WzNPdQ07WDhUZpbzrNf7a5yIaxHUYXTi7rIX52hVmTutatWzmqAr=w1920-h1080-k-no
MasterCard Foundation International Hostel,On Campus (KNUST),Hostel,Hostel,0.66,4.6,78,,,+233 32 239 8766,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6799156,-1.5740619,https://www.google.com/maps/search/?api=1&query=MasterCard%20Foundation%20International%20Hostel&query_place_id=ChIJbfZdcn-V2w8RgTvDp0Ayzgo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfwmHx_CSmYyaqTyDf1Wm_bdHD0I4PIS81tFlcZzEin9rsE5Cd5avbaMD5YruepM4LJADI2srJXGaptkgkvjurGhItNJbt8K4og1-L7pTN_syYMVu-mtWPAy7ioRxH_0p0w9HrN9junHrO=w1920-h1080-k-no
"UNIVERSITY ACCOMMODATION AND CONFERENCES IMPACT BUILDING, KNUST",On Campus (KNUST),Guest house & Hotel,Hotel,0.69,4.5,49,,,+233 50 900 4814,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,https://www.instagram.com/uac_knustgh/profilecard/?igsh=eGlsNnN4Zmd5amds,6.6802162,-1.5741395,https://www.google.com/maps/search/?api=1&query=UNIVERSITY%20ACCOMMODATION%20AND%20CONFERENCES%20IMPACT%20BUILDING%2C%20KNUST&query_place_id=ChIJwbzmh8WV2w8RgjHSuoZ5uDU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUTFvMYdBV49AqcrqXwYcTvoA_UP4sh5k3wiHe2MO6zU5_9guzUiEbSGvmMYlTc44oeFTijTo38gVkw4bw6I6vL3LkZqk6IZ3dRD8Y3mTXP8cDYVydxs7Xjw8FY5fMKzj3gdur8w=w1920-h1080-k-no
CSIR-BRRI DIRECTOR'S GUEST HOUSE,On Campus (KNUST),Guest house & Hotel,Hotel,1.15,4.4,27,,,+233 24 484 7043,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,http://www.brri.org/,6.6779318,-1.5814241,https://www.google.com/maps/search/?api=1&query=CSIR-BRRI%20DIRECTOR'S%20GUEST%20HOUSE&query_place_id=ChIJsaENkOuV2w8Rz3nALn01lkU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVtPp_UijCkFEsbX6Z-qvjoRd6BUK56RqDpdmUB8jj4LH1nOazcwgsMrb6tKaqRZj2tB1ISF7Ixz4kr4kr8s8urqLS18YMdBS6tebE3NZYiR3Kmo89ijn7bniYHo4WYf3C3kiGgwGUm6k=w1920-h1080-k-no
Transport Hostel,On Campus (KNUST),Hostel,Hostel,0.41,4.4,5,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6713324,-1.5734824,https://www.google.com/maps/search/?api=1&query=Transport%20Hostel&query_place_id=ChIJSaJPawCV2w8RKUdsfDW8tiY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-XrIHksCI2pnKuTmdDPFKyoiSXSe3aOFmqD2GHdp0F9Bqnd13MdJbzn5576Xv98c04mDQyuhP85qdlH0-vwrts1kr2X4TXctJMgrm1BdqSSMRlePvFr38miOy121XObPSccByw13YRlvY=w1920-h1080-k-no
R-TEP,On Campus (KNUST),Hostel,Hostel,0.4,4.3,40,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6712178,-1.5731349,https://www.google.com/maps/search/?api=1&query=R-TEP&query_place_id=ChIJiaf66HGU2w8RmVIy3JEbZ-c,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG06JjKROqrbvVsuMXwEMT4AvyheNEvXW62Qwx9sL2xXfqaa9t-2Ffxpg0472p-KO_24DJBPX9HNR1nq9OhjmRQ555KxPR22JgNinoEjq9zYswjK1DQ4KpHrq32yvubdQ8WPHaS=w1920-h1080-k-no
MCF Memorial Guest House,On Campus (KNUST),Guest house & Hotel,Hostel,0.66,4.3,6,,,+233 32 239 8766,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6798333,-1.5742533,https://www.google.com/maps/search/?api=1&query=MCF%20Memorial%20Guest%20House&query_place_id=ChIJ0a15KBeV2w8R3tWHKQFcpPY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgOsiv8ZzsHjncS5EZi8l_chxzzMY81wkIYfSvyeElQ06gHQMEJIueEnvo0wSerfUS6e23idgzvOm_0uEHR3Ayn6iSvDyA2iUESmWTztRjOjHQXkIu-jP6VcBuTQxJDeiDL6vM=w1920-h1080-k-no
Paradise Regained Hostel,On Campus (KNUST),Hostel,Hostel,0.03,4.3,3,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.674688,-1.571728,https://www.google.com/maps/search/?api=1&query=Paradise%20Regained%20Hostle%20Knust&query_place_id=ChIJiX1tawCV2w8RGpQhFRPug4M,
Unity Hall,On Campus (KNUST),Hostel,Student dormitory,0.56,4.2,2214,,,+233 50 159 7563,,Wheelchair access | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,http://www.knust.edu.gh/,6.6795324,-1.5715765,https://www.google.com/maps/search/?api=1&query=Unity%20Hall&query_place_id=ChIJG0M6AmmU2w8RMsyIkqAMfEw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXl4AMHZZePigm_OP_yKSvYzplASD_U0d3j_ICxb7HWpmGC1MnSIZrIvFyVaQy_Q-xz4KdxE2GbyWJGzJo67zL1fv0gEgfaFktn_Ox1RuseXb3r2ciB1ph_ONwvVto7Gids4r1=w1920-h1080-k-no
IPO-SINGH Guest house,On Campus (KNUST),Guest house & Hotel,Guest house,0.85,4.2,56,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.681442,-1.56831,https://www.google.com/maps/search/?api=1&query=IPO-SINGH%20Guest%20house&query_place_id=ChIJiXhy6meU2w8RY-jnTZ2F8eY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNbvtv28M8SEGG1F4JSwRYU0XMEB2hsmhL7AKs5MYM_5D9ktngoHtzlAJTBjWZTm4wnzWP7S4kPML5_XFormk72lq_WSkQ90XdBLwQ5hWFDbsT7J5_yMF10uXcSfXusXT9F2o=w1920-h1080-k-no
Brunei Complex,On Campus (KNUST),Hostel,Hostel,0.71,4.2,36,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6687282,-1.5743522,https://www.google.com/maps/search/?api=1&query=Brunei%20Complex&query_place_id=ChIJJ9LAFgCV2w8RQ0zDcBiI25A,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFcXOHL-lcZFWNgKxf7Eue-zXmaLzYNnNpC7N9zykVHWxn52aVDZFPs4xs19ngxYqLBaT0W06fZPvoZ7Ji54Q0pfu5PtYWCwnmblMsKJdHft7PHOki9fbYO-rsEMUPcXjftHL-=w1920-h1080-k-no
New Brunei,On Campus (KNUST),Hostel,Hostel,0.49,4.2,11,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6704162,-1.5732145,https://www.google.com/maps/search/?api=1&query=New%20Brunei&query_place_id=ChIJOySzNA6V2w8Ru78PAHwhBN4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGS0vP1OxrtQLj7g2VnXJYalwB5Q1fJwdSyMGXhkEum3wmtiPG8oBJPy8kKf_H-FtUOosUuNO6eC5AbSHa7XLOE8KBzad3I0tcJRaFq70bEOAyyY1kBHhoMxY4ltzuv4vaHo2fVow=w1920-h1080-k-no
"University Hall, Katanga",On Campus (KNUST),Hostel,Student dormitory,0.27,4.1,2024,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6723469,-1.5726369,https://www.google.com/maps/search/?api=1&query=University%20Hall%2C%20Katanga&query_place_id=ChIJ2yGxOm6U2w8RPPxJOX_AZNw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2Fs44nv4IfvvH-CII4Lqz0u0ME9PojmXdnaomlia2T5dd23ZckohAo5Rvx9OgfeF8zf-2aFDBkBrCFAvGkZbAPumqzZ4jrcR7S1FJXeOLqbrk27Z1nMXmkBkRBz7DjO7A6UPk=w1920-h1080-k-no
"Republic Hall, KNUST",On Campus (KNUST),Hostel,Student dormitory,0.45,4.1,1146,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,http://halls.knust.edu.gh/,6.6779279,-1.5737944,https://www.google.com/maps/search/?api=1&query=Republic%20Hall%2C%20KNUST&query_place_id=ChIJwROcr26U2w8RfUEU6pUEjOE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4TnAteMuaHr-FTvuva90pxgCiGhhoS6A2dh1SLXcLpSlarCKDGS1VjqyaAMB9A2f0tzcg5kavaTOF_xATpNM2FCpGIYramMxEp_xS4ne2thyV4G_-mJR-FxTr0-YSsnKkXxldmg=w1920-h1080-k-no
Queens Hall,On Campus (KNUST),Hostel,Student dormitory,0.42,4.1,1068,,,+233 24 451 2145,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6770453,-1.5744559,https://www.google.com/maps/search/?api=1&query=Queens%20Hall&query_place_id=ChIJ9Z-dA2yU2w8R-zXK8PZCRVE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfMXbQckzmbuAgcl9h5YXVhv4jIcQssz_OCRVhEY9PZ-XvJT9_b95aj5u_mZu9AmVC3BKiWpSWypY4mRYf34cUcA6f5okv8_6Qc340IDGT0B8B5A41EHI0HVDG78AFkkXUKu8=w1920-h1080-k-no
Chancellor's Hall (Hall 7),On Campus (KNUST),Hostel,Student dormitory,0.59,4.1,1066,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.67944,-1.5735948,https://www.google.com/maps/search/?api=1&query=Chancellor's%20Hall%20(Hall%207)&query_place_id=ChIJ2_BIW2mU2w8RLu2ewibpVYc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtmj7kwkuEfTK2wq8DCx35e8Fxo8J6Ng_JYwSUA8e7pkfuA8bpc06gSsmL_Hl8XZX0ygQcYhjYawKjZGxTE4SRQtB3lLvEKN74g0X7cJF-p-KVbrw7Q-_hsZgqaadIlGpnqVfJ=w1920-h1080-k-no
TEK Credit,On Campus (KNUST),Hostel,Hostel,0.59,4.1,181,,,+233 32 206 0228,,Kitchen | Study room | TV | Water | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6707143,-1.5753907,https://www.google.com/maps/search/?api=1&query=TEK%20Credit&query_place_id=ChIJ_0K3FXKU2w8RDYMYjNBOJxY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGH35z2jyP9wZiOoMEMqeStOBdaI7m_IA76G3TtPUW7jUhrdsIVSGo6FrX0J-IzPvqMpEnDzMTLl9A9dP9GPagqTUbMgBjdFZ2VaSZS_hWga6h0ggVaiMIEvPol0q5f6zGvhrTy=w1920-h1080-k-no
Old Brunei Hostel,On Campus (KNUST),Hostel,Hostel,0.58,4,2126,,,+233 26 074 1257,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,http://gusss.knust.edu.gh/,6.6698411,-1.5740483,https://www.google.com/maps/search/?api=1&query=Old%20Brunei%20Hostel&query_place_id=ChIJx5zyiHGU2w8RAe-ALfPTHbg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPrE8QffrtZq--UzMXhQRmfyoqFO4f050McueKxpJGeMoAwvuL9QaRDcMVXaVvCf4SierE26lqszRlniRQTMe-09tLV0bl6iVqsQ7AOUjw1IbYboAP61u7E4akUoyt8bqo1_vy_A=w1920-h1080-k-no
SMS Guest House,On Campus (KNUST),Guest house & Hotel,Lodging,1.03,4,135,,,+233 59 742 0285,,Wheelchair access | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6697198,-1.5796091,https://www.google.com/maps/search/?api=1&query=SMS%20Guest%20House&query_place_id=ChIJY89fOg2U2w8RtjGbl0wduL4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt_5iflkfgaMPE8AvupIhlsWLgRAaM5OTdokVw5sDTJxWB78N8_6OzY_p_bm8eshA61E1Lpma0aRwCENCbgHYAgkR5rWJzDLY2lHCE5vhhq5N7khW5XKhR4rBGoFEd5-An-A=w1920-h1080-k-no
GUSSS Hostels,On Campus (KNUST),Hostel,Hostel,0.54,4,129,,,+233 32 249 7726,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.670015,-1.5735052,https://www.google.com/maps/search/?api=1&query=GUSSS%20Hostels&query_place_id=ChIJydenh3GU2w8RL50owMTUutI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjjXJnGoELkNJZ2JwMLD3nTTHnW8XlHzdwT8Egwk8dnsfNllsW1b7hga5w3zOdZpWlxLiGp3SNgzRRgxrwa-oe8O2WblKCB6tuXYoWmaf_CXZXSJhyy7kvrFTyrQABJpwsdas=w1920-h1080-k-no
SPRING Hostel KNUST,On Campus (KNUST),Hostel,Hostel,0.35,4,37,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6714417,-1.572455,https://www.google.com/maps/search/?api=1&query=SPRING%20Hostel%20KNUST&query_place_id=ChIJb1Dm2nGU2w8Rp0ylKVHPG24,
Graduate Students’ Hostel,On Campus (KNUST),Hostel,Hostel,0.55,4,27,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6707454,-1.5748512,https://www.google.com/maps/search/?api=1&query=Graduate%20Students%E2%80%99%20Hostel&query_place_id=ChIJzz708ICV2w8RfcM6WILHK4s,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJy8ajl5JNBr1sj-q90-OabumqRZ-Y7HnttYCbaAIIiDO8vZOvk6bRNGcr59TxsLbOW0pwWdYsgl5uVQeZjO7KvJSriYBWR0VcbYgtTkJPVN01t-EZfI4OOdl4dVmadZBejvILMQ=w1920-h1080-k-no
International Programmes Office Guest House,On Campus (KNUST),Guest house & Hotel,Bed & breakfast,1.11,4,6,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6710326,-1.5809919,https://www.google.com/maps/search/?api=1&query=International%20Programmes%20Office%20Guest%20House&query_place_id=ChIJ0U22VfaV2w8RplPf02IgiUM,
B&b and short stay facility,On Campus (KNUST),Guest house & Hotel,Bed & breakfast,0.5,4,2,,,+233 57 986 8535,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6784069,-1.5693035,https://www.google.com/maps/search/?api=1&query=B%26b%20and%20short%20stay%20facility&query_place_id=ChIJX58CHmaU2w8RzT1zpAXHTuM,
Engineering Guest House,On Campus (KNUST),Guest house & Hotel,Hotel,0.99,3.9,787,,,+233 20 822 9181,,Air-conditioned | Free breakfast | Laundry service | Parking | Restaurant | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6705061,-1.5795691,https://www.google.com/maps/search/?api=1&query=Engineering%20Guest%20House&query_place_id=ChIJw1GDNw2U2w8RE7W8kcfqAsQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYKn1T_qX1HWfzMwNDug2INEuzd6AyPI4itInKFEwHk9eGS_8wWMacJyFalOJfjpMhXOiVqs5jcLFFe4oO9ytE-XXikZa0jzS_REWZOuT0yUiuG6rdziyJeQvbgKaclnbWHYOiMA=w1920-h1080-k-no
Steven Paris Hostel,On Campus (KNUST),Hostel,Hostel,0.4,3.8,53,,,,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6711429,-1.5728063,https://www.google.com/maps/search/?api=1&query=Steven%20Paris%20Hostel&query_place_id=ChIJl9H-wnGU2w8RNpFGKOKxEO4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDOvpoBiHv2d7V1ZlbXOSihNDKzYP7Dd_4dj5eHlUCHlYAbDmuQahGPM4IBOyroPZNDrDqwxrMbHGCl97pylNTmQcgc7OKxkFwl4ntyBja8UPwDO7gI9tK6zz7K9iJkD-5sUi_Hw=w1920-h1080-k-no
Africa Hall,On Campus (KNUST),Hostel,Student dormitory,0.78,3.7,819,,,+233 55 443 5307,,Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6806533,-1.57496,https://www.google.com/maps/search/?api=1&query=Africa%20Hall&query_place_id=ChIJqVgHVbWV2w8Rz4FaKsap_gA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGT2md4_Z0pqRL1_KbQFx9PSCklIGC4eR1GFvX2l46osW9J4pEo_F4U3KEghZgdY2pPBSN_3ebhifkP9qakPM-XJuYJUB0ysjXR6JBeaAnHQkWx0WYW3hzFNMXcqToMMe7bLFli=w1920-h1080-k-no
